title,abstract,url
Vaccination and Quarantine Effect on COVID-19 Transmission Dynamics Incorporating Chinese-Spring-Festival Travel Rush  Modeling and Simulations,The COVID-19 pandemic has adversely affected the entire world  The effective implementation of vaccination strategy is critical to prevent the resurgence of the pandemic  especially during large-scale population migration  We establish a multiple patch coupled model based on the transportation network among the 31 provinces in China  under the combined strategies of vaccination and quarantine during large-scale population migration  Based on the model  we derive a critical quarantine rate to control the pandemic transmission and a vaccination rate to achieve herd immunity  Furthermore  we evaluate the influence of passenger flow on the effective reproduction number during the Chinese-Spring-Festival travel rush  Meanwhile  the spread of the COVID-19 pandemic is investigated for different control strategies  viz  global control and local control  The impact of vaccine-related parameters  such as the number  the effectiveness and the immunity period of vaccine  are explored  It is believed that the articulated models as well as the presented simulation results could be beneficial to design of feasible strategies for preventing COVID-19 transmission during the Chinese-Spring-Festival travel rush or the other future events involving large-scale population migration,https://pubmed.ncbi.nlm.nih.gov/35006388
Structural characterization of the C-terminal domain of SARS-CoV-2 nucleocapsid protein,The newly emerging severe acute respiratory syndrome coronavirus 2  SARS-CoV-2  has resulted in a global human health crisis  The CoV nucleocapsid  N  protein plays essential roles both in the viral genomic RNA packaging and the regulation of host cellular machinery  Here  to contribute to the structural information of the N protein  we describe the 2 0 A crystal structure of the SARS-CoV-2 N protein C-terminal domain  N-CTD   The structure indicates an extensive interaction dimer in a domain-swapped manner  The interface of this dimer was first thoroughly illustrated  Also  the SARS-CoV-2 N-CTD dimerization form was verified in solution using size-exclusion chromatography  Based on the structural comparison of the N-CTDs from alpha-  beta-  and gamma-CoVs  we demonstrate the common and specific characteristics of the SARS-CoV-2 N-CTD  Furthermore  we provide evidence that the SARS-CoV-2 N-CTD possesses the binding ability to single-stranded RNA  single-stranded DNA as well as double-stranded DNA in vitro  In conclusion  this study could potentially accelerate research to understand the complete biological functions of the new CoV N protein,https://pubmed.ncbi.nlm.nih.gov/35006385
SARS-CoV-2 in pediatric cancer  a systematic review,The outbreak of the novel severe acute respiratory syndrome coronavirus 2  SARS-CoV-2  in December 2019 in Wuhan challenges pediatric oncologists in an unexpected way  We provide a comprehensive overview  which systematically summarizes and grades evidence  QoE  on SARS-CoV-2 infections in pediatric cancer patients at 1 5 years of pandemic  A systematic literature search in PubMed combined with an additional exploratory literature review in other international databases was conducted to identify studies on children  aged < 18 years  with a malignant disease and COVID-19 infections  In total  45 reports on 1003 pediatric cancer patients with SARS-CoV-2 infections were identified out of 1397 reports analyzed  The clinical course of COVID-19 was reported mild or moderate in 358 patients  41 7    whereas 11 1  of patients showed severe COVID-19  In 12 7  of patients  chemotherapy was postponed  whereas 19  of patients with different underlying malignancies received chemotherapy during SARS-CoV-2 infection  Twenty-five patients with SARS-CoV-2 infections died  potentially related to COVID-19 Conclusion  Despite a favorable COVID-19 outcome in most pediatric cancer patients  the morbidity is reported higher than in children without comorbidities  However  no severe COVID-19 complications were associated to the continuation of chemotherapy in some cohort studies and reports on two patients  Therefore  the risk of cancer progress or relapse due to interruption of chemotherapy has carefully to be weighed against the risk of severe COVID-19 disease with potentially fatal outcome  What is Known    Most of pediatric patients with malignant diseases show an asymptomatic  mild or moderate clinical course of SARS-CoV-2 infection    Current need for a basis for decision-making  whether to stop or interrupt cancer treatment in a patient infected with SARS-CoV-2  and when to continue chemotherapy  What is New    Review results comprising over 1000 pediatric COVID-19 cancer patients confirm mild courses of SARS-CoV-2 infection in most patients but also show the attributable mortality is at least 10 times higher compared to reports on hospitalized children without comorbidities    Review identifies that chemotherapy was continued despite SARS-CoV-2 positivity in 18  of patients with individual chemotherapy modification according to the clinical course of SARS-CoV-2 infection and existing comorbidities  On this basis  no severe COVID-19 complications were associated to the continuation of chemotherapy in several cohort studies and two case reports,https://pubmed.ncbi.nlm.nih.gov/35006377
Beyond the beauty of occlusion  medical masks increase facial attractiveness more than other face coverings,The sanitary-mask effect  Miyazaki and Kawahara in Jpn Psychol Res 58 3  261-272  2016  is the finding that medical face masks prompt an image of disease and thus result in lower ratings of facial attractiveness of the wearer  However  during the COVID-19 pandemic  medical masks have been found to increase attractiveness  Patel et al  in Plast Reconstruct Surg Glob Open 8 8   2020  although this could have been a general effect of occlusion  To further explore this issue  female participants were presented with a series of male faces of low or high attractiveness that were occluded with a medical mask  cloth mask  book or not occluded and asked to rate them on attractiveness  The results show that faces were considered as most attractive when covered by medical masks and significantly more attractive when occluded with cloth masks than when not occluded  Contrary to expectation  base attractiveness did not interact with the type of occlusion  suggesting that this is not simply due to occlusion of negative features  The present findings are contrary to the sanitary-mask effect and explanations in terms of social desirability  and the association of medical masks with caregiving professions is explored,https://pubmed.ncbi.nlm.nih.gov/35006366
Impact of the COVID-19 pandemic s first wave on the care and treatment situation of intravitreal injections in a German metropolitan region,PURPOSE  This study aims to evaluate the impact of the first coronavirus 2019  COVID-19  wave in 2020 on patients scheduled for intravitreal injections  IVI  in a German metropolitan region  METHODS  We performed a multicentre prospective survey and retrospective analysis of the records of patients treated with intravitreal injections during the 20-week period from March to July 2020 in all four hospital eye departments in the city of Hamburg using a questionnaire  on treatment adherence  SarsCoV2-related personal  familial and social data  and treatment data  RESULTS  A total of 1038 patients  2472 IVI  1231 eyes  and 818 questionnaires were evaluated  Longer duration of therapy  lower visual acuity  VA  of the treated and higher VA of the fellow untreated eye was were associated with a higher probability of visit cancellation  Every additional year of life posed a 2 6  lower risk of noncompliance  A COVID-19 infection in the family environment displayed a 5 5-fold chance of visit cancellation  Patients treated for neovascular age-related macular degeneration  nAMD  had a 36  reduced risk of visit cancellation compared to patients with diabetic macular oedema  DME   CONCLUSION  A long preceding treatment period  low VA of the treated eye  high VA of the untreated eye  COVID-19 in the family and DME were identified as risk factors for IVI visit cancellations during the COVID-19 pandemic  Compliance to treatment might be improved in the future by taking these risk factors into account when scheduling patients for IVI during the exceptional circumstances of a pandemic,https://pubmed.ncbi.nlm.nih.gov/35006330
From Other Journals  A Review of Recent Articles by Our Editorial Team,In this review  we provide a brief description of recently published articles addressing topics relevant to pediatric cardiologists  Our hope is to provide a summary of the latest articles published recently in other journals in our field  The articles address the extracardiac anomalies in fetuses with congenital heart disease  post COVID-19 vaccination myocarditis  the use of cardiac magnetic resonance after the Fontan operation  congenitally corrected transposition in adults  robitically assisted congenital heart surgery and the increased risk of congenital heart surgery in patients receiving tracheal surgery during the same admission,https://pubmed.ncbi.nlm.nih.gov/35006305
Evaluation of views and perceptions of the medical faculty students about distance anatomy education during the COVID-19 pandemic,PURPOSE  This study aimed to investigate the students  opinions about the distance anatomy education given in our faculty at the COVID-19 pandemic and present our department s experiences  METHODS  An online questionnaire designed for medical faculty students  The questionnaire was applied to 355 volunteer medical faculty students  The questionnaire consisted of demographics  five-point Likert items  and open-ended questions  The questionnaire was applied between August and September 2020  Distance anatomy education activities were evaluated during March and July 2020  RESULTS  Results showed face-to-face theoretical anatomy education was found to be more effective than distance anatomy education conducted with recorded lecture videos  Even though the positive aspects of distance anatomy education stand out in topics  such as time management  it has been stated that cadaver and laboratory education has been disrupted  Most of the students agreed that they spent more time on supplementary resources during distance anatomy education  CONCLUSION  The COVID-19 pandemic has provided an unexpected experimental environment  The demand for a blended method  which consists of distance  supported by video recordings  theoretical anatomy education and face-to-face practical anatomy education for the post-pandemic period comes to the fore  Distance anatomy education brings some problems with it due to its nature  and it is essential to seek unique solutions to them  Evaluating the perceptions of the parties will play an essential role in solving the problems of distance anatomy education and in the formation of future anatomy education styles,https://pubmed.ncbi.nlm.nih.gov/35006291
Immunoinformatics prediction of potential immunodominant epitopes from human coronaviruses and association with autoimmunity,Cross-reactivity between different human coronaviruses  HCoVs  might contribute to COVID-19 outcomes  Here  we aimed to predict conserved peptides among different HCoVs that could elicit cross-reacting B cell and T cell responses  Three hundred fifty-one full-genome sequences of HCoVs  including SARS-CoV-2  51   SARS-CoV-1  50   MERS-CoV  50   and common cold species OC43  50   NL63  50   229E  50   and HKU1  50  were downloaded aligned using Geneious Prime 20 20  Identification of epitopes in the conserved regions of HCoVs was carried out using the Immune Epitope Database  IEDB  to predict B- and T-cell epitopes  Further  we identified sequences that bind multiple common MHC and modeled the three-dimensional structures of the protein regions  The search yielded 73 linear and 35 discontinuous epitopes  A total of 16 B-cell and 19 T-cell epitopes were predicted through a comprehensive bioinformatic screening of conserved regions derived from HCoVs  The 16 potentially cross-reactive B-cell epitopes included 12 human proteins and four viral proteins among the linear epitopes  Likewise  we identified 19 potentially cross-reactive T-cell epitopes covering viral proteins  Interestingly  two conserved regions  LSFVSLAICFVIEQF  NSP2  and VVHSVNSLVSSMEVQSL  spike   contained several matches that were described epitopes for SARS-CoV  Most of the predicted B cells were buried within the SARS-CoV-2 protein regions  functional domains  whereas T-cell stretched close to the functional domains  Additionally  most SARS-CoV-2 predicted peptides  80   bound to different HLA types associated with autoimmune diseases  We identified a set of potential B cell and T cell epitopes derived from the HCoVs that could contribute to different diseases manifestation  including autoimmune disorders,https://pubmed.ncbi.nlm.nih.gov/35006282
Association of a Third Dose of BNT162b2 Vaccine With Incidence of SARS-CoV-2 Infection Among Health Care Workers in Israel,Importance  Administration of a BNT162b2 booster dose  Pfizer-BioNTech  to fully vaccinated individuals aged 60 years and older was significantly associated with lower risk of SARS-CoV-2 infection and severe illness  Data are lacking on the effectiveness of booster doses for younger individuals and health care workers  Objective  To estimate the association of a BNT162b2 booster dose with SARS-CoV-2 infections among health care workers who were previously vaccinated with a 2-dose series of BNT162b2  Design  Setting  and Participants  This was a prospective cohort study conducted at a tertiary medical center in Tel Aviv  Israel  The study cohort included 1928 immunocompetent health care workers who were previously vaccinated with a 2-dose series of BNT162b2  and had enrolled between August 8 and 19  2021  with final follow-up reported through September 20  2021  Screening for SARS-CoV-2 infection was performed every 14 days  Anti-spike protein receptor binding domain IgG titers were determined at baseline and 1 month after enrollment  Cox regression with time-dependent analysis was used to estimate hazard ratios of SARS-CoV-2 infection between booster-immunized status and 2-dose vaccinated  booster-nonimmunized  status  Exposures  Vaccination with a booster dose of BNT162b2 vaccine  Main Outcomes and Measures  The primary outcome was SARS-CoV-2 infection  as confirmed by reverse transcriptase-polymerase chain reaction  Results  Among 1928 participants  the median age was 44 years  IQR  36-52 years  and 1381 were women  71 6    Participants completed the 2-dose vaccination series a median of 210 days  IQR  205-213 days  before study enrollment  A total of 1650 participants  85 6   received the booster dose  During a median follow-up of 39 days  IQR  35-41 days   SARS-CoV-2 infection occurred in 44 participants  incidence rate  60 2 per 100000 person-days   31  70 5   were symptomatic  Five SARS-CoV-2 infections occurred in booster-immunized participants and 39 in booster-nonimmunized participants  incidence rate  12 8 vs 116 per 100000 person-days  respectively   In a time-dependent Cox regression analysis  the adjusted hazard ratio of SARS-CoV-2 infection for booster-immunized vs booster-nonimmunized participants was 0 07  95  CI  0 02-0 20   Conclusions and Relevance  Among health care workers at a single center in Israel who were previously vaccinated with a 2-dose series of BNT162b2  administration of a booster dose compared with not receiving one was associated with a significantly lower rate of SARS-CoV-2 infection over a median of 39 days of follow-up  Ongoing surveillance is required to assess durability of the findings,https://pubmed.ncbi.nlm.nih.gov/35006256
Trajectory of Viral RNA Load Among Persons With Incident SARS-CoV-2 G614 Infection  Wuhan Strain  in Association With COVID-19 Symptom Onset and Severity,Importance  The SARS-CoV-2 viral trajectory has not been well characterized in incident infections  These data are needed to inform natural history  prevention practices  and therapeutic development  Objective  To characterize early SARS-CoV-2 viral RNA load  hereafter referred to as viral load  in individuals with incident infections in association with COVID-19 symptom onset and severity  Design  Setting  and Participants  This prospective cohort study was a secondary data analysis of a remotely conducted study that enrolled 829 asymptomatic community-based participants recently exposed  <96 hours  to persons with SARS-CoV-2 from 41 US states from March 31 to August 21  2020  Two cohorts were studied   1  participants who were SARS-CoV-2 negative at baseline and tested positive during study follow-up  and  2  participants who had 2 or more positive swabs during follow-up  regardless of the initial  baseline  swab result  Participants collected daily midturbinate swab samples for SARS-CoV-2 RNA detection and maintained symptom diaries for 14 days  Exposure  Laboratory-confirmed SARS-CoV-2 infection  Main Outcomes and Measures  The observed SARS-CoV-2 viral load among incident infections was summarized  and piecewise linear mixed-effects models were used to estimate the characteristics of viral trajectories in association with COVID-19 symptom onset and severity  Results  A total of 97 participants  55 women  57    median age  37 years  IQR  27-52 years   developed incident infections during follow-up  Forty-two participants  43   had viral shedding for 1 day  median peak viral load cycle threshold  Ct  value  38 5  95  CI  38 3-39 0    18  19   for 2 to 6 days  median Ct value  36 7  95  CI  30 2-38 1    and 31  32   for 7 days or more  median Ct value  18 3  95  CI  17 4-22 0    The cycle threshold value has an inverse association with viral load  Six participants  6   had 1 to 6 days of viral shedding with censored duration  The peak mean  SD  viral load was observed on day 3 of shedding  Ct value  33 8  95  CI  31 9-35 6    Based on the statistical models fitted to 129 participants  60 men  47    median age  38 years  IQR  25-54 years   with 2 or more SARS-CoV-2-positive swab samples  persons reporting moderate or severe symptoms tended to have a higher peak mean viral load than those who were asymptomatic  Ct value  23 3  95  CI  22 6-24 0  vs 30 7  95  CI  29 8-31 4    Mild symptoms generally started within 1 day of peak viral load  and moderate or severe symptoms 2 days after peak viral load  All 535 sequenced samples detected the G614 variant  Wuhan strain   Conclusions and Relevance  This cohort study suggests that having incident SARS-CoV-2 G614 infection was associated with a rapid viral load peak followed by slower decay  COVID-19 symptom onset generally coincided with peak viral load  which correlated positively with symptom severity  This longitudinal evaluation of the SARS-CoV-2 G614 with frequent molecular testing serves as a reference for comparing emergent viral lineages to inform clinical trial designs and public health strategies to contain the spread of the virus,https://pubmed.ncbi.nlm.nih.gov/35006245
Uncovering mechanisms of RT-LAMP colorimetric SARS-CoV-2 detection to improve assay reliability,Improved diagnostics are needed to manage the ongoing COVID-19 pandemic  In this study  we enhanced the color changes and sensitivity of colorimetric SARS-CoV-2 RT-LAMP assays based on triarylmethane dyes  We determined a mechanism for the color changes and obtained sensitivities of 10 RNA copies per microliter,https://pubmed.ncbi.nlm.nih.gov/35006230
P059 Impact of PHQ-9 Screen on Early Identification of Depression in IBD Clinic,BACKGROUND  Over the past two decades there has been significant research linking inflammatory bowel disease  IBD  to depression  The chronicity of symptoms coupled with the financial burden of treatment costs  missed days of work school and interpersonal relationship stress are contributing factors in the diagnosis of depression  The prevalence of depression within the IBD community is 15  and depressive symptoms are noted in 20  of patients  Furthermore  IBD patients with severe uncontrolled disease have higher rates of depression  40 7   than those in remission  16 5    The association between IBD and depression is linked to lower quality of life  poor medication compliance  worse disease outcomes  increased hospitalization  and higher suicidal risk  Early diagnosis and treatment of depression in IBD patients is paramount in achieving and maintaining IBD disease remission  While the association between IBD and depression is well-known  identifying depression can be a challenge  Review of recent literature shows that depression is under screened in IBD clinics  We present a prospective quality improvement study at a robust IBD center evaluating the impact of a validated depression screen  PHQ-9  on identifying depression compared to standard of care  METHODS  We compared the prevalence of depression in the IBD clinic in the control group using the history and diagnosis of depression and compared it against the intervention group after HQ-9 screening  Control group patient data was collected from June 2020 to July 2020 via virtual and in person visits  Intervention group PHQ-9 data was collected in person visits from January - March 2020 and post-intervention data collection was placed on hold until November 2020 due to the COVID pandemic  One randomly selected patient from each clinic session was asked to participate in the study at the time of visit  The primary end point was to compare the rates of depression and identify any barriers in providing early treatment for depression  The secondary endpoint was to identify high risk patients that are prone to depression  Categorical variables were analyzed by chi square analysis or fischer exact tests  Numerical data were analyzed using T-test  RESULTS  A total of 111 patients were screened  60 patients were randomized to the control group  i e  EMR based review for depression  and 51 patients were screened via survey during in person clinic visit  The identified depression rate from control vs intervention group is 20  vs  35   p   0 071   Rates of depression were 15  in non-fistulizing Crohn s disease vs  41 4  in fistulizing Crohn s disease  p   0 003   Multivariate model for predicting depression noted to be significant for extra-intestinal manifestations OR of 3 06  1 03  9 12  p   0 045 and age OR of 0 97  0 94  1 00  p   0 042  Control vs  intervention identification of depression in patients with extra-intestinal manifestations is notable for OR of 3 31  1 15  9 52  p   0 026 in the univariate model and OR of 3 30  1 07  10 16  p   0 038 in the multivariate model  CONCLUSION  Key findings including identification of depression is higher in the intervention group compared to the control group  Though the data is not statistically significant  this is likely secondary to the small sample size in the setting of the pandemic  In addition  univariate analysis revealed a statistically significant finding that the older the age of the patient  the less likely they are to have depression  Our data showed that the mean age of depressed patients was 38 3 compared to nondepressed patients whose mean age is 47 1  Further analysis can help elucidate this finding  for example identifying if older patients are being treated for depression or more likely to seek out therapists compared to younger patients  Univariate analysis also revealed that intestinal Crohn s disease was a risk factor for depression  This is possibly secondary to the severity of disease in these individuals  especially if their IBD is causing an impact on their quality of life  Looking into the number of hospitalizations  days off from work or school  and coexisting medical diagnoses can allow us to further understand if depression stems from their disease  Given preliminary findings  we plan to continue this study for a larger sample size and further determine if there is a significant delay in identifying depression with the current standard of care,https://pubmed.ncbi.nlm.nih.gov/35006185
P054 IBD Associated Surveillance Dysplasia Program  New Integrated Model  Audit  Summary  Future Directions and Literature Review,BACKGROUND  The recommended commencement of screening for dysplasia in IBD cases is after 8-year duration with at least E2 disease  that is proximal to the rectosigmoid junction   approximately 15cm  or L2 or L3 Crohn s disease involving at least one-third of the colon  At this time  the risk of colonic IBD patients having CRC approaches 1   Exceptions   Early starters  people with a diagnosis of PSC with concurrent IBD suggest surveillance starts annually from the date of PSC diagnosis  Those with an FDR with CRC should commence screening 10 years prior to the age of diagnosis of the affected relative  Surveillance of the ileoanal pouch following restorative proctectomy is not commented on in the new guidelines  It is usually not recommended in the absence of high-risk features  ASGE  ECCO and BSG Guidelines   PSC diagnosis  CRC or dysplasia in the resected colon  Type C pouch mucosa or Refractory pouchitis  METHODS  The aim of the multidisciplinary team  MDT  is to improve the pathway for surveillance procedures  allocate resources appropriately and identify patients for research and trials  Cases were mainly referred from the prospective months booking database  Each case that is included in the monthly MDT meeting is discussed to ensure it is appropriate consistent with guidelines with the assistance of administrative and data managers  We collate the cases with IBD database and risk calculator  assess and prescribe bowel prep  record outcome and communicate any changes  identify patients for studies and ensure we allocate patients to appropriate endoscopy lists  RESULTS  Over a course of 12 meetings conducted monthly  a total of 356 cases were screened with 91 cases eligible of which 62 cases were considered suitable in meeting inclusion criteria  The majority of these cases were UC  E3 E2   n   56   Crohn s  n   27   colonic IBD  n   7  and IBD-U  n   1   The majority of cases were deemed in the high-risk category for colorectal cancer  43 62   Previous known dysplasia cases were limited  two cases with adenoma   There were 17 cases with PSC  seven were large duct   Family history of dysplasia was not strongly represented  Ten new cases of PSC being investigated were identified early prior to hepatology review or critical investigations  There were ten pouchscopy cases  There were a significant number of deferrals  cancellations and reassignments identified  n   16   Four procedures were cancelled  eight cases reassigned due to extensive pseudo polyps and 17 were placed on PSC annual surveillance  We also identified significant bowel prep deficiencies in 18 cases requiring prescriptions  IE or chromoendoscopy was identified as a potential area of improvement  A three-point specified allocation to colonoscopy lists was lacking  possibly mainly due to COVID 19 backlog of cases  The areas of improvement included attracting referrals from other settings other than the monthly booking file data  e g hepatology clinic  and improving long-term attendance  CONCLUSION  The IBD surveillance MDT is a clinically useful tool that demonstrates significant improvement in quality and procedure reallocation  Although resource allocation is required  this clinical model can ensure that all IBD dysplasia surveillance cases including those with challenging risk factors or those outside the evidence based guidelines are appropriately monitored,https://pubmed.ncbi.nlm.nih.gov/35006181
P034 State of Health Maintenance Among IBD Patients at a Tertiary Care Center in Abu Dhabi  United Arab Emirates,BACKGROUND  Crohn s disease  CD  and ulcerative colitis  UC  are inflammatory bowel diseases  IBD  affecting 6 8 million persons globally  Treatment of IBD focuses largely on immune suppression or modulation using corticosteroids  aminosalicylates  thiopurines  or biologic agents  These agents are effective but most of them pose a risk of infections  cancers  and osteoporosis  Many of these complications can be prevented by implementing vaccination  cancer screening  and bone health programs  Despite the progress in IBD care  recent data suggest that many IBD patients do not get preventative services  Previous studies have examined rates of vaccinations and other health maintenance metrics in North America and Europe where IBD patients are mainly of European and African descent  In comparison  Middle Eastern and Asian descent persons comprise the majority of the IBD population in Abu Dhabi  the capital city of United Arab Emirates  UAE   a major country in the Gulf region of the Middle East  Little is known to date about the state of IBD preventative care in this region  We sought to assess the proportion of patients with IBD that underwent recommended vaccinations  cancer screening  surveillance colonoscopy  PAP smear  annual skin examination   and bone health evaluation at Sheikh Shakhbout Medical City  SSMC   the largest tertiary care hospital in Abu Dhabi  METHODS  This study was a retrospective case series of adult IBD patients  >18 years  seen in the outpatient setting at SSMC from 2019 to 2020  Patients were identified based on ICD-10 codes for IBD  K50 90  K50 00  K51 90  and K50 80  as well as administrative pharmacy records of the IBD agents  e g  infliximab   Proportions were assessed using simple summary statistics and one sample proportion 95  confidence intervals were calculated  RESULTS  A total of 55 IBD patients were identified in our study with the majority being males  76 3    The mean age was 31 6 years  Sixty-nine percent had Crohn s  Most of the patients were on infliximab  58 1    followed by vedolizumab  ustekinumab  and adalimumab  The proportion of patients who received vaccinations was as follows  HAV  67   95  CI 28-100    HBV  50   95  CI 28-72    pneumococcal 23  20   95  CI 9 4-31    pneumococcal 13  18 2   95  CI 8-28   and influenza vaccine  16 4   95  CI 7-26    Moreover  the study showed that the proportion of IBD patients who underwent recommended colonoscopy surveillance was 91   95  CI 79-100   and the proportion of women IBD patients who had recommended PAP smear was 30    95  CI 2-58    Regarding bone health  the proportion who underwent DXA bone scans was 36    95  CI 24-49   However  the compliance rate of the Tdap  HPV and Zoster vaccinations  and annual skin examination were poor warranting further quality improvement studies  CONCLUSION  This study revealed that the state of health maintenance among IBD patients seen at our facility before 2021 was largely dismal  Efforts are being taken to improve the proportion of patients who receive recommended vaccinations including annual influenza  pneumococcal 13 and 23  HPV  Zoster  and COVID-19 vaccines  Furthermore  there is a focus on bone health and skin cancer examinations with plans to calculate  report  and publish health maintenance data annually,https://pubmed.ncbi.nlm.nih.gov/35006162
Applying Human-Centered Design Principles to Digital Syndromic Surveillance at a Mass Gathering in India  Viewpoint,In the wake of the COVID-19 pandemic  digital health tools have been deployed by governments around the world to advance clinical and population health objectives  Few interventions have been successful or have achieved sustainability or scale  In India  government agencies are proposing sweeping changes to India s digital health architecture  Underpinning these initiatives is the assumption that mobile health solutions will find near universal acceptance and uptake  though the observed reticence of clinicians to use electronic health records suggests otherwise  In this practice article  we describe our experience with implementing a digital surveillance tool at a large mass gathering  attended by nearly 30 million people  Deployed with limited resources and in a dynamic chaotic setting  the adherence to human-centered design principles resulted in near universal adoption and high end-user satisfaction  Through this use case  we share generalizable lessons in the importance of contextual relevance  stakeholder participation  customizability  and rapid iteration  while designing digital health tools for individuals or populations,https://pubmed.ncbi.nlm.nih.gov/35006088
Demographic and clinical characteristics of primary care patients vaccinated against COVID-19 in spring 2021,AIM  The aim of this study was to examine the age distribution and comorbidities of individuals vaccinated in primary care practices in April and May 2021  MATERIALS AND METHODS  The analysis was based on data from the IQVIA Disease Analyzer database and included 245 948 patients who received their first COVID-19 vaccination from one of 820 family medicine practices in April or May 2021  RESULTS  93 6  of individuals received a vaccination based on general indication  6 2  based on occupational indication  and 0 2  were nursing home residents  Men were 3 5 years younger on average than women  59 2 vs  62 7 years   54  of women and 52  of men younger than 60 years had at least one diagnosis from the priority list  Hypertension was the most common diagnosis  23 6  of men and 20 7  of women   In men  chronic respiratory diseases such as COPD or asthma were the second most common diagnosis  11 0    while in women  depression  17 0   was the second most common diagnosis  CONCLUSION  In the first 2 months of vaccination in general practices  most patients vaccinated were either elderly or chronically ill  Further studies comparing the characteristics of vaccinated and unvaccinated individuals would also be of great epidemiological relevance,https://pubmed.ncbi.nlm.nih.gov/35006074
The Ethics of Unilateral Do-Not-Resuscitate Orders for COVID-19 Patients,This paper examines several decision-making models that have been proposed to limit the use of CPR for COVID-19 patients  My main concern will be to assess proposals for the implementation of unilateral DNRs - i e   orders to withhold CPR without the agreement of patients or their surrogates,https://pubmed.ncbi.nlm.nih.gov/35006057
From the Shadows  The Public Health Implications of the Supreme Court s COVID-Free Exercise Cases,This article analyzes the Supreme Court s  shadow docket  Free Exercise cases relating to COVID-19  The paper highlights the decline of deference  the impact of exemptions  and the implications of the new doctrine for vaccine and other public health laws,https://pubmed.ncbi.nlm.nih.gov/35006053
Development and assessment of novel virtual COVID-19 trainer-of trainers course implemented by an academic-humanitarian partnership,BACKGROUND  In response to the coronavirus disease  COVID-19  pandemic  Project HOPE R   an international humanitarian organization  partnered with Brown University to develop and deploy a virtual training-of-trainers  TOT  program to provide practical knowledge to healthcare stakeholders  This study is designed to evaluate this TOT program  OBJECTIVE  The goal of this study is to assess the effectiveness of this educational intervention in enhancing knowledge on COVID-19 concepts and to present relative change in score of each competency domains of the training  METHODS  The training was created by interdisciplinary faculty from Brown University and delivered virtually  Training included eight COVID-19 specific modules on infection prevention and control  screening and triage  diagnosis and management  stabilization and resuscitation  surge capacity  surveillance  and risk communication and community education  The assessment of knowledge attainment in each of the course competency domain was conducted using 10 question pre-and post-test evaluations  Paired t-test were used to compare interval knowledge scores in the overall cohort and stratified by WHO regions  TOT dissemination data was collected from in-country partners by Project Hope  RESULTS  Over the period of 7 months  4 291 personnel completed the TOT training in 55 countries  including all WHO regions  Pre-test and post-test were completed by 1 198 and 706 primary training participants  respectively  The mean scores on the pre-test and post-test were 68 45  and 81 4   respectively  The mean change in score was 11 72   with P value <0 0005  All WHO regions had a statistically significant improvement in their score in post-test  The training was disseminated to 97 809 health workers through local secondary training  CONCLUSION  Innovative educational tools resulted in improvement in knowledge related to the COVID-19 pandemic  significantly increasing the average score on knowledge assessment testing  Academic - humanitarian partnerships can serve to implement and disseminate effective education rapidly across the globe,https://pubmed.ncbi.nlm.nih.gov/35006037
QT Prolongation in Critically Ill Patients With SARS-CoV-2 Infection,BACKGROUND  Several reports linked the use of repurposed drugs such as hydroxychloroquine  HCQ   azithromycin  lopinavir ritonavir  and favipiravir with QT interval prolongation in patients with SARS-CoV2 infection  Little is known about the risk factors for QT interval prolongation in this population  We sought to describe the prevalence and identify the main risk factors associated with clinically significant corrected QT  QTc  prolongation in this population  METHODS  We conducted a retrospective analysis of critically ill patients who were admitted to our intensive care unit  ICU   had at least one electrocardiogram performed during their ICU stay  and tested positive for SARs-CoV-2  Clinically significant QTc interval prolongation was defined as QTc >500 milliseconds  ms   RESULTS  Out of the 111 critically ill patients with SARS-CoV-2 infection  QTc was significantly prolonged in 47 cases  42 3    Patients with a clinically significant QTc prolongation had significantly higher proportions of history of cardiac diseases surgery  22  46 8   vs  10  15 6    P <  001   hypokalemia  10  21 3  vs  5  7 8    P    04   and male gender  95  vs  82 8   P    036  than patients with QTc <  500 ms  respectively  A total of 46 patients  41 4   received HCQ  28  25 2   received lopinavir ritonavir  and 5  4 5   received azithromycin  Multivariate logistic regression analysis showed that a history of cardiac disease was the only independent factor associated with clinically significant QTc prolongation  P    004 for the likelihood-ratio test   CONCLUSION  The prevalence of clinically significant QTc prolongation in critically ill patients with SARS-CoV-2 infection was high and independent of drugs used  Larger prospective observational studies are warranted to elucidate independent risk factors associated with clinically significant QTc prolongation in this study population,https://pubmed.ncbi.nlm.nih.gov/35006023
